,id,youtube_id,weak_timestamp,clustered_adverb,clustered_action,task_num,adverb,action,before_action,before_clustered_action,before_id,before_timestamp,after_action,after_clustered_action,after_id,after_timestamp,in_window_actions,in_window_clustered_actions,in_window_ids,in_window_timestamps,clip_id
2160,9605,xK3JXI_wVqo,139.94,completely,dry,91537,completely,dry,,,,,,,,,[],[],[],[],xK3JXI_wVqo_139-94
2161,9610,WEueMXsArhA,193.635,completely,cool,91537,completely,cool,,,,,,,,,[],[],[],[],WEueMXsArhA_193-635
2162,9618,3G82KwiiJgI,1000.76,completely,dry,91537,completely,dry,,,,,,,,,[],[],[],[],3G82KwiiJgI_1000-76
2163,9619,3G82KwiiJgI,1018.245,completely,dry,91537,completely,dry,,,,,,,,,[],[],[],[],3G82KwiiJgI_1018-245
2164,9639,g28WdVtdUNs,28.585,completely,cook,91537,fully,cook,,,,,,,,,[],[],[],[],g28WdVtdUNs_28-585
2165,9641,J9xx0eFhWj0,81.715,completely,melt,91537,completely,melt,,,,,,,,,[],[],[],[],J9xx0eFhWj0_81-715
2166,9648,dGY_N2E6zgc,94.805,completely,mix,91537,completely,dissolve,,,,,,,,,[],[],[],[],dGY_N2E6zgc_94-805
2167,9668,Xx3jSBSoGxA,489.3,completely,cook,91537,fully,cook,,,,,,,,,[],[],[],[],Xx3jSBSoGxA_489-3
2168,9919,FeALmUQPw8k,95.97,completely,mix,106568,thoroughly,stir,transfer,move,582513.0,69.12,cook,cook,582515.0,130.4,[],[],[],[],FeALmUQPw8k_95-97
2169,9920,coXSTY6FOF0,244.9,partially,dry,106568,briefly,dry,cook,cook,579862.0,236.91,roll,roll,579864.0,251.21,"['cook', 'roll']","['cook', 'roll']","[579862, 579864]","[236.91, 251.21]",coXSTY6FOF0_244-9
2170,9921,pltsPT312N8,540.6400000000001,partially,cook,106568,barely,steam,stir,mix,581956.0,525.47,,,,,[],[],[],[],pltsPT312N8_540-6400000000001
2171,9922,pltsPT312N8,539.6600000000002,partially,cook,106568,barely,steam,stir,mix,581956.0,525.47,,,,,[],[],[],[],pltsPT312N8_539-6600000000002
2172,9929,v0D1gJjOLpU,173.435,partially,adjust,106568,barely,change,,,,,build,make,582216.0,252.03,[],[],[],[],v0D1gJjOLpU_173-435
2173,9932,TNS5LMmyfI4,80.41499999999998,partially,fill,106568,partially,fill,take,take,584987.0,71.44,open,open,584989.0,90.62,['take'],['take'],[584987],[71.44],TNS5LMmyfI4_80-41499999999998
2174,9933,TNS5LMmyfI4,158.9,partially,fill,106568,partially,fill,separate,separate,584995.0,155.94,mix,mix,584999.0,177.22,"['separate', 'remove']","['separate', 'take']","[584995, 584996]","[155.94, 155.91]",TNS5LMmyfI4_158-9
2175,9935,TNS5LMmyfI4,328.6,partially,fill,106568,partially,fill,remove,take,585011.0,327.33,add,add,585013.0,344.3,"['remove', 'remove']","['take', 'take']","[585010, 585011]","[319.27, 327.33]",TNS5LMmyfI4_328-6
2176,9937,-Vid1Oxr_Rg,60.51000000000001,partially,cook,106568,slightly,heat,fry,cook,584919.0,59.14,warm,cook,584921.0,62.53,"['warm', 'soften', 'fry', 'warm', 'roll', 'put']","['cook', 'cook', 'cook', 'cook', 'roll', 'put']","[584917, 584918, 584919, 584921, 584922, 584923]","[54.07, 56.69, 59.14, 62.53, 67.77, 69.35]",-Vid1Oxr_Rg_60-51000000000001
2177,9938,-Vid1Oxr_Rg,62.53,partially,cook,106568,slightly,warm,heat,cook,584920.0,60.51,roll,roll,584922.0,67.77,"['soften', 'fry', 'heat', 'roll', 'put']","['cook', 'cook', 'cook', 'roll', 'put']","[584918, 584919, 584920, 584922, 584923]","[56.69, 59.14, 60.51, 67.77, 69.35]",-Vid1Oxr_Rg_62-53
2178,9951,6tzNCCd0mEQ,406.615,partially,sprinkle,106568,slightly,salt,use,use,580131.0,389.57,cover,cover,580133.0,408.4,"['cover', 'add']","['cover', 'add']","[580133, 580134]","[408.4, 413.24]",6tzNCCd0mEQ_406-615
2179,9960,STK-81Uweko,279.25,completely,grind,106568,completely,grind,use,use,584151.0,272.6,use,use,584153.0,280.92,"['use', 'use', 'use']","['use', 'use', 'use']","[584151, 584153, 584155]","[272.6, 280.92, 287.79]",STK-81Uweko_279-25
2180,9988,n69F-qMfW8s,181.53,completely,mix,106568,completely,dissolve,shake,shake,582705.0,179.55,wash,wash,582707.0,184.77,"['add', 'add', 'shake', 'wash']","['add', 'add', 'shake', 'wash']","[582703, 582704, 582705, 582707]","[174.15, 178.55, 179.55, 184.77]",n69F-qMfW8s_181-53
2181,9989,n69F-qMfW8s,282.795,completely,mix,106568,completely,dissolve,mix,mix,582715.0,276.77,pour,pour,582717.0,289.0,"['shake', 'mix', 'pour', 'mix', 'seal']","['shake', 'mix', 'pour', 'mix', 'close']","[582714, 582715, 582717, 582718, 582719]","[274.53, 276.77, 289.0, 290.01, 290.91]",n69F-qMfW8s_282-795
2182,9990,Ofou6CKOxww,187.285,completely,cook,106568,completely,cook,seal,close,585659.0,185.3,spray,spray,585660.0,193.47,"['hit', 'seal', 'spray', 'start']","['hit', 'close', 'spray', 'start']","[585658, 585659, 585660, 585662]","[180.74, 185.3, 193.47, 196.84]",Ofou6CKOxww_187-285
2183,9991,Ofou6CKOxww,388.125,partially,cover,106568,partially,cover,lower,lower,585673.0,381.33,absorb,absorb,585675.0,394.98,"['lower', 'absorb']","['lower', 'absorb']","[585673, 585675]","[381.33, 394.98]",Ofou6CKOxww_388-125
2184,9994,-PgINvP9-HA,209.33,completely,cool,106568,fully,cool,cut,cut,585070.0,204.43,spread,spread,585072.0,214.0,"['shape', 'cut', 'spread', 'put']","['make', 'cut', 'spread', 'put']","[585069, 585070, 585072, 585073]","[203.62, 204.43, 214.0, 218.37]",-PgINvP9-HA_209-33
2185,10006,YFSsc_LFWk8,598.235,completely,cook,106568,thoroughly,cook,split,separate,585296.0,592.71,mix,mix,585298.0,618.5,['split'],['separate'],[585296],[592.71],YFSsc_LFWk8_598-235
2186,10007,YFSsc_LFWk8,673.895,partially,burn,106568,slightly,burn,stick,stick,585301.0,669.51,stick,stick,585303.0,693.88,['stick'],['stick'],[585301],[669.51],YFSsc_LFWk8_673-895
2187,10012,g-xRL8LlTp4,94.105,completely,cook,106568,fully,cook,stir,mix,585495.0,67.45,,,,,[],[],[],[],g-xRL8LlTp4_94-105
2188,10022,46ErTzRm44Q,450.15,partially,roll,106568,half,roll,use,use,582003.0,447.04,stick,stick,582005.0,463.52,['use'],['use'],[582003],[447.04],46ErTzRm44Q_450-15
2189,10028,vMCSyjzfaYw,450.7,completely,wash,106568,fully,wash,clean,wash,580301.0,438.71,set,set,580304.0,458.85,['set'],['set'],[580304],[458.85],vMCSyjzfaYw_450-7
2190,10031,daCi57NlCR0,100.045,partially,cover,106568,partially,cover,slip,move,579915.0,97.87,simmer,cook,579917.0,102.73,"['use', 'slip', 'simmer']","['use', 'move', 'cook']","[579914, 579915, 579917]","[91.83, 97.87, 102.73]",daCi57NlCR0_100-045
2191,10032,daCi57NlCR0,110.14,completely,cook,106568,fully,cook,simmer,cook,579917.0,102.73,chop,cut,579919.0,126.97,['simmer'],['cook'],[579917],[102.73],daCi57NlCR0_110-14
2192,10041,y2IjQ_8JclU,357.525,partially,cook,106568,halfway,cook,tip,pour,580762.0,349.89,turn,turn,580765.0,361.86,"['tip', 'turn']","['pour', 'turn']","[580762, 580765]","[349.89, 361.86]",y2IjQ_8JclU_357-525
2193,10042,y2IjQ_8JclU,361.745,completely,turn,106568,completely,turn,cook,cook,580764.0,359.53,cook,cook,580766.0,363.94,"['cook', 'cook', 'cook']","['cook', 'cook', 'cook']","[580763, 580764, 580766]","[357.52, 359.53, 363.94]",y2IjQ_8JclU_361-745
2194,10052,8AezmMwCBzI,156.47,partially,touch,106568,barely,touch,cover,cover,583821.0,140.02,cool,cool,583825.0,180.32,[],[],[],[],8AezmMwCBzI_156-47
2195,10061,wgTlvtDVre4,396.015,completely,cook,106568,completely,cook,simmer,cook,581342.0,382.74,chop,cut,581345.0,405.34,['chop'],['cut'],[581345],[405.34],wgTlvtDVre4_396-015
2196,10084,T51UEjVGBOs,152.135,partially,spread,96127,slightly,flatten,,,,,,,,,[],[],[],[],T51UEjVGBOs_152-135
2197,10090,JWzksSFQ9RQ,219.505,completely,cool,96127,completely,cool,,,,,,,,,[],[],[],[],JWzksSFQ9RQ_219-505
2198,10092,iftCAuJzBS4,84.96000000000002,completely,cool,96127,completely,chill,,,,,,,,,[],[],[],[],iftCAuJzBS4_84-96000000000002
2199,10096,_PNHsvzZXH8,61.925,completely,mix,96127,totally,blend,shake,shake,176910.0,58.26,add,add,176911.0,72.5,['shake'],['shake'],[176910],[58.26],_PNHsvzZXH8_61-925
2200,10097,_PNHsvzZXH8,106.075,completely,mix,96127,entirely,whisk,add,add,176914.0,95.92,loosen,twist,176916.0,110.05,['loosen'],['twist'],[176916],[110.05],_PNHsvzZXH8_106-075
2201,10098,_PNHsvzZXH8,115.305,completely,mix,96127,fully,whisk,loosen,twist,176916.0,110.05,incorporate,mix,176918.0,118.73,"['loosen', 'incorporate', 'add']","['twist', 'mix', 'add']","[176916, 176918, 176919]","[110.05, 118.73, 125.08]",_PNHsvzZXH8_115-305
2202,10099,_PNHsvzZXH8,118.73,completely,mix,96127,completely,incorporate,whisk,mix,176917.0,115.31,add,add,176919.0,125.08,"['loosen', 'whisk', 'add']","['twist', 'mix', 'add']","[176916, 176917, 176919]","[110.05, 115.31, 125.08]",_PNHsvzZXH8_118-73
2203,10100,_PNHsvzZXH8,305.855,completely,mix,96127,fully,incorporate,spin,turn,176932.0,302.54,freeze,cool,176934.0,352.02,"['add', 'spin']","['add', 'turn']","[176931, 176932]","[298.58, 302.54]",_PNHsvzZXH8_305-855
2204,10112,WrJEgYEwGyQ,64.57,partially,cool,96127,partially,freeze,add,add,179816.0,59.94,mix,mix,179817.0,66.58,"['add', 'mix', 'add', 'mix', 'place', 'cover']","['add', 'mix', 'add', 'mix', 'put', 'cover']","[179814, 179815, 179816, 179817, 179818, 179819]","[56.1, 58.79, 59.94, 66.58, 69.75, 72.08]",WrJEgYEwGyQ_64-57
2205,10125,ki_1_EWOAhM,261.33500000000004,completely,cool,96127,completely,chill,,,,,,,,,[],[],[],[],ki_1_EWOAhM_261-33500000000004
2206,10126,Iioj50C96ng,172.345,partially,cook,96127,barely,simmer,,,,,,,,,[],[],[],[],Iioj50C96ng_172-345
2207,10138,Q3VnBKQbihY,389.935,partially,mix,96127,briefly,mix,,,,,,,,,[],[],[],[],Q3VnBKQbihY_389-935
2208,10139,Q3VnBKQbihY,452.63,completely,cool,96127,completely,cool,,,,,,,,,[],[],[],[],Q3VnBKQbihY_452-63
2209,10140,Q3VnBKQbihY,467.87,completely,cool,96127,completely,cool,,,,,,,,,[],[],[],[],Q3VnBKQbihY_467-87
2210,10145,2UqLopr_MeU,497.245,completely,cool,96127,completely,freeze,,,,,,,,,[],[],[],[],2UqLopr_MeU_497-245
2211,10146,2UqLopr_MeU,555.365,completely,cool,96127,completely,freeze,,,,,,,,,[],[],[],[],2UqLopr_MeU_555-365
2212,10148,ELHZdHV4e8g,1341.775,partially,dip,96127,slightly,coat,,,,,,,,,[],[],[],[],ELHZdHV4e8g_1341-775
2213,10152,-Nx-vwr6vvs,180.205,completely,fill,96127,completely,fill,,,,,,,,,[],[],[],[],-Nx-vwr6vvs_180-205
2214,10154,Yrpwrh_yyPI,34.44,completely,mix,96127,completely,combine,,,,,,,,,[],[],[],[],Yrpwrh_yyPI_34-44
2215,10160,Yrpwrh_yyPI,201.525,completely,cool,96127,completely,chill,,,,,,,,,[],[],[],[],Yrpwrh_yyPI_201-525
2216,10161,Yrpwrh_yyPI,213.275,completely,cool,96127,completely,chill,,,,,,,,,[],[],[],[],Yrpwrh_yyPI_213-275
2217,10164,DiE3JhobuXA,38.49,completely,melt,96127,completely,melt,,,,,,,,,[],[],[],[],DiE3JhobuXA_38-49
2218,10168,b2Smep1hZ_A,461.77,completely,mix,96127,thoroughly,mix,,,,,,,,,[],[],[],[],b2Smep1hZ_A_461-77
2219,10176,hBXABuG6skI,90.035,completely,cool,96127,completely,cool,add,add,176385.0,78.51,cook,cook,176387.0,119.26,[],[],[],[],hBXABuG6skI_90-035
2220,10179,hBXABuG6skI,307.095,completely,mix,96127,thoroughly,blend,remove,take,176401.0,303.25,mix,mix,176403.0,308.58,"['melt', 'cook', 'remove', 'mix']","['melt', 'cook', 'take', 'mix']","[176399, 176400, 176401, 176403]","[297.28, 302.93, 303.25, 308.58]",hBXABuG6skI_307-095
2221,10180,-dmW7QynDTY,701.145,completely,cool,96127,fully,freeze,,,,,,,,,[],[],[],[],-dmW7QynDTY_701-145
2222,10181,YbHTJQU21Qg,515.045,completely,fill,96127,completely,stuff,,,,,,,,,[],[],[],[],YbHTJQU21Qg_515-045
2223,10186,I4Q4_DrUeFU,584.49,completely,cool,96127,completely,cool,,,,,,,,,[],[],[],[],I4Q4_DrUeFU_584-49
2224,10198,ye05xAWK0IE,56.565,completely,mix,96127,completely,dissolve,,,,,,,,,[],[],[],[],ye05xAWK0IE_56-565
2225,10199,ye05xAWK0IE,60.41,completely,mix,96127,completely,dissolve,,,,,,,,,[],[],[],[],ye05xAWK0IE_60-41
2226,10200,ye05xAWK0IE,102.155,completely,cool,96127,completely,cool,,,,,,,,,[],[],[],[],ye05xAWK0IE_102-155
2227,10201,ye05xAWK0IE,152.265,completely,set,96127,completely,set,,,,,,,,,[],[],[],[],ye05xAWK0IE_152-265
2228,10203,njpg3oq2P1w,52.99500000000001,completely,mix,96127,completely,dissolve,,,,,,,,,[],[],[],[],njpg3oq2P1w_52-99500000000001
2229,10210,PWw63cdhCM0,418.84,completely,cool,96127,thoroughly,freeze,,,,,,,,,[],[],[],[],PWw63cdhCM0_418-84
2230,10215,cFvJaX3skwk,77.84,completely,mix,96127,thoroughly,mix,,,,,turn,turn,178446.0,110.28,[],[],[],[],cFvJaX3skwk_77-84
2231,10216,l6FJks7wGaQ,872.45,completely,dry,96127,fully,dry,,,,,,,,,[],[],[],[],l6FJks7wGaQ_872-45
2232,10218,-nBblftWxZ4,115.01,completely,mix,96127,fully,combine,,,,,,,,,[],[],[],[],-nBblftWxZ4_115-01
2233,10223,wCJXILy5xG8,120.135,completely,cool,96127,completely,freeze,whisk,mix,180520.0,77.51,use,use,180523.0,122.87,['use'],['use'],[180523],[122.87],wCJXILy5xG8_120-135
2234,10228,KWsKtgsUSJc,256.015,completely,cool,96127,fully,chill,,,,,,,,,[],[],[],[],KWsKtgsUSJc_256-015
2235,10231,Yf1mjf8qKHs,212.295,completely,cover,96127,completely,cover,,,,,,,,,[],[],[],[],Yf1mjf8qKHs_212-295
2236,10233,S51isfnWNbo,1208.5,completely,mix,96127,fully,dissolve,,,,,,,,,[],[],[],[],S51isfnWNbo_1208-5
2237,10239,-bMyMYTZGWk,205.98,completely,mix,96127,thoroughly,mix,,,,,,,,,[],[],[],[],-bMyMYTZGWk_205-98
2238,10240,-bMyMYTZGWk,211.395,completely,cool,96127,completely,chill,,,,,,,,,[],[],[],[],-bMyMYTZGWk_211-395
2239,10241,DxCc-nVGy8o,848.96,completely,stop,96127,completely,stop,,,,,,,,,[],[],[],[],DxCc-nVGy8o_848-96
2240,10245,CtrySB0qq_M,559.6,completely,cool,96127,completely,freeze,,,,,,,,,[],[],[],[],CtrySB0qq_M_559-6
2241,10267,VZsGEK6chic,179.135,completely,cool,96127,completely,chill,cover,cover,175786.0,168.98,cover,cover,175788.0,181.7,"['cover', 'form']","['cover', 'make']","[175788, 175789]","[181.7, 183.66]",VZsGEK6chic_179-135
2242,10273,-WPiQrwOI5g,132.36,completely,mix,96127,fully,incorporate,,,,,,,,,[],[],[],[],-WPiQrwOI5g_132-36
2243,10275,u9BEwkPV28Y,807.535,completely,melt,96127,completely,melt,,,,,,,,,[],[],[],[],u9BEwkPV28Y_807-535
2244,10276,u9BEwkPV28Y,816.2149999999997,completely,melt,96127,completely,melt,,,,,,,,,[],[],[],[],u9BEwkPV28Y_816-2149999999997
2245,10277,4NaS-_m1PjY,161.71499999999997,completely,mix,96127,thoroughly,mix,add,add,175753.0,148.21,dissolve,mix,175755.0,166.27,['dissolve'],['mix'],[175755],[166.27],4NaS-_m1PjY_161-71499999999997
2246,10296,mJB0KExBPEE,157.26,completely,set,96127,completely,set,place,put,181620.0,127.78,line,arrange,181622.0,161.5,"['line', 'brush']","['arrange', 'spread']","[181622, 181623]","[161.5, 167.05]",mJB0KExBPEE_157-26
2247,10298,k3M6ETnCjsM,91.055,completely,cool,96127,completely,cool,place,put,180872.0,89.55,bring,carry,180873.0,97.36,"['pour', 'place', 'place', 'bring', 'place']","['pour', 'put', 'put', 'carry', 'put']","[180869, 180870, 180872, 180873, 180874]","[84.79, 85.49, 89.55, 97.36, 99.41]",k3M6ETnCjsM_91-055
2248,10303,GD5tobT5EEw,100.26,completely,mix,96127,thoroughly,blend,,,,,,,,,[],[],[],[],GD5tobT5EEw_100-26
2249,10307,0xY7YHcKah8,102.365,completely,cool,96127,completely,cool,transfer,move,180051.0,98.5,transfer,move,180053.0,105.07,"['transfer', 'transfer']","['move', 'move']","[180051, 180053]","[98.5, 105.07]",0xY7YHcKah8_102-365
2250,10312,xrBDhX6hEqQ,225.695,completely,cook,96127,completely,cook,,,,,,,,,[],[],[],[],xrBDhX6hEqQ_225-695
2251,10313,xrBDhX6hEqQ,248.625,completely,cool,96127,completely,cool,,,,,,,,,[],[],[],[],xrBDhX6hEqQ_248-625
2252,10314,xrBDhX6hEqQ,250.895,completely,cool,96127,completely,cool,,,,,,,,,[],[],[],[],xrBDhX6hEqQ_250-895
2253,10321,-K7KUmjdvEE,237.105,completely,set,96127,completely,set,,,,,,,,,[],[],[],[],-K7KUmjdvEE_237-105
2254,10322,YU0IfyJmC9I,130.665,completely,mix,96127,fully,dissolve,blend,mix,181271.0,121.68,bring,carry,181273.0,137.71,"['blend', 'bring']","['mix', 'carry']","[181271, 181273]","[121.68, 137.71]",YU0IfyJmC9I_130-665
2255,10324,YU0IfyJmC9I,164.085,completely,mix,96127,completely,dissolve,bring,carry,181273.0,137.71,cool,cool,181275.0,180.35,[],[],[],[],YU0IfyJmC9I_164-085
2256,10325,YU0IfyJmC9I,300.495,completely,fill,96127,completely,fill,add,add,181286.0,288.92,bring,carry,181288.0,318.69,[],[],[],[],YU0IfyJmC9I_300-495
2257,10328,p57kf_qRUVs,228.865,completely,mix,96127,completely,stir,,,,,,,,,[],[],[],[],p57kf_qRUVs_228-865
2258,10330,i780RBDFQzY,30.48,completely,mix,96127,thoroughly,stir,,,,,,,,,[],[],[],[],i780RBDFQzY_30-48
2259,10342,2x2b964CbUI,429.14,completely,cool,96127,completely,chill,,,,,,,,,[],[],[],[],2x2b964CbUI_429-14
2260,10350,GR23vJ32bdw,278.97,completely,cool,96127,completely,chill,cool,cool,183023.0,267.96,prepare,make,183025.0,280.49,['prepare'],['make'],[183025],[280.49],GR23vJ32bdw_278-97
2261,10353,rVgjkqhsf7E,338.33,completely,cool,96127,thoroughly,chill,hold,hold,177653.0,326.96,sit,sit,177655.0,361.58,[],[],[],[],rVgjkqhsf7E_338-33
2262,10354,rVgjkqhsf7E,394.505,completely,cool,96127,thoroughly,chill,stir,mix,177658.0,388.94,add,add,177660.0,396.48,"['stir', 'add']","['mix', 'add']","[177658, 177660]","[388.94, 396.48]",rVgjkqhsf7E_394-505
2263,10355,kYHGO4rvelo,37.075,completely,melt,96127,completely,melt,,,,,,,,,[],[],[],[],kYHGO4rvelo_37-075
2264,10359,kYHGO4rvelo,100.245,completely,absorb,96127,completely,absorb,,,,,,,,,[],[],[],[],kYHGO4rvelo_100-245
2265,10360,kYHGO4rvelo,241.905,completely,cool,96127,completely,cool,,,,,,,,,[],[],[],[],kYHGO4rvelo_241-905
2266,10367,YW1xOERDl2o,170.705,completely,mix,96127,completely,dissolve,whisk,mix,176230.0,169.02,set,set,176232.0,171.77,"['heat', 'whisk', 'set', 'boil']","['cook', 'mix', 'set', 'cook']","[176229, 176230, 176232, 176233]","[162.06, 169.02, 171.77, 176.83]",YW1xOERDl2o_170-705
2267,10368,YW1xOERDl2o,202.105,completely,mix,96127,completely,whisk,boil,cook,176235.0,186.76,boil,cook,176238.0,207.58,['boil'],['cook'],[176238],[207.58],YW1xOERDl2o_202-105
2268,10369,YW1xOERDl2o,220.21,partially,cook,96127,slightly,thicken,bring,carry,176239.0,214.24,take,take,176242.0,239.16,['bring'],['carry'],[176239],[214.24],YW1xOERDl2o_220-21
2269,10370,YW1xOERDl2o,318.86,completely,mix,96127,completely,combine,whisk,mix,176252.0,317.22,cool,cool,176254.0,324.45,"['use', 'mix', 'whisk', 'cool']","['use', 'mix', 'mix', 'cool']","[176250, 176251, 176252, 176254]","[311.1, 315.73, 317.22, 324.45]",YW1xOERDl2o_318-86
2270,10372,YW1xOERDl2o,335.78,completely,cool,96127,completely,chill,cool,cool,176254.0,324.45,freeze,cool,176257.0,337.14,"['freeze', 'freeze', 'use']","['cool', 'cool', 'use']","[176257, 176258, 176259]","[337.14, 339.0, 343.47]",YW1xOERDl2o_335-78
2271,10375,y0Ytye13muU,119.72,completely,mix,96127,thoroughly,combine,,,,,,,,,[],[],[],[],y0Ytye13muU_119-72
2272,10380,ZIWOfh_UjUE,167.155,completely,cool,96127,completely,cool,,,,,,,,,[],[],[],[],ZIWOfh_UjUE_167-155
2273,10407,bXD5d0XbbF4,43.63500000000001,completely,cook,41773,fully,cook,push,press,488485.0,33.72,wrap,cover,488488.0,56.17,['push'],['press'],[488485],[33.72],bXD5d0XbbF4_43-63500000000001
2274,10408,bXD5d0XbbF4,48.105,completely,cook,41773,fully,cook,push,press,488485.0,33.72,wrap,cover,488488.0,56.17,['wrap'],['cover'],[488488],[56.17],bXD5d0XbbF4_48-105
2275,10412,rSHPkVZ0sFA,158.225,partially,pull,41773,slightly,pull,use,use,490606.0,156.67,turn,turn,490608.0,159.56,"['use', 'turn', 'use', 'turn']","['use', 'turn', 'use', 'turn']","[490606, 490608, 490609, 490610]","[156.67, 159.56, 161.02, 168.12]",rSHPkVZ0sFA_158-225
2276,10428,8fraEQrNFSU,360.995,completely,mix,41773,totally,dissolve,stir,mix,486571.0,357.13,bring,carry,486573.0,361.91,"['stir', 'bring', 'start', 'add', 'stir']","['mix', 'carry', 'start', 'add', 'mix']","[486571, 486573, 486574, 486575, 486576]","[357.13, 361.91, 364.32, 366.25, 367.52]",8fraEQrNFSU_360-995
2277,10430,8fraEQrNFSU,394.585,partially,add,41773,barely,add,stir,mix,486582.0,394.23,adjust,adjust,486583.0,400.47,"['start', 'thicken', 'stir', 'adjust']","['start', 'cook', 'mix', 'adjust']","[486579, 486580, 486582, 486583]","[391.62, 390.4, 394.23, 400.47]",8fraEQrNFSU_394-585
2278,10439,qv7_oVMPLYw,393.92,partially,raise,41773,barely,raise,shut,close,484623.0,391.06,set,set,484625.0,406.41,['shut'],['close'],[484623],[391.06],qv7_oVMPLYw_393-92
2279,10440,6ZLhaiRBj6g,150.35,partially,fill,41773,barely,fit,cook,cook,487546.0,133.29,start,start,487549.0,154.9,['start'],['start'],[487549],[154.9],6ZLhaiRBj6g_150-35
2280,10449,jkgFWC7mNPY,157.58499999999995,completely,cook,41773,fully,cook,fry,cook,490069.0,152.49,,,,,"['start', 'fry']","['start', 'cook']","[490068, 490069]","[150.19, 152.49]",jkgFWC7mNPY_157-58499999999995
2281,10450,c8269lfKDWM,40.67,completely,fall,41773,completely,fall,wrap,cover,491402.0,29.4,cover,cover,491405.0,57.24,[],[],[],[],c8269lfKDWM_40-67
2282,10452,c8269lfKDWM,348.71000000000015,partially,cut,41773,slightly,cut,release,release,491434.0,341.39,roll,roll,491436.0,350.29,"['break', 'release', 'roll']","['separate', 'release', 'roll']","[491433, 491434, 491436]","[339.11, 341.39, 350.29]",c8269lfKDWM_348-71000000000015
2283,10467,kNvKb_fqej4,228.135,partially,turn,41773,halfway,flip,sit,sit,492312.0,210.67,sear,cook,492314.0,238.94,[],[],[],[],kNvKb_fqej4_228-135
2284,10477,cNdAc3UJWVA,255.48,completely,cover,41773,thoroughly,cover,set,set,489120.0,238.94,wrap,cover,489122.0,268.14,[],[],[],[],cNdAc3UJWVA_255-48
2285,10508,0RWJEOScToE,216.355,completely,cover,41773,completely,cover,cook,cook,485981.0,199.57,wash,wash,485983.0,255.9,[],[],[],[],0RWJEOScToE_216-355
2286,10524,yN2qheEonkw,47.605,completely,soak,41773,completely,soak,grill,cook,486716.0,40.5,sit,sit,486718.0,49.23,"['grill', 'sit']","['cook', 'sit']","[486716, 486718]","[40.5, 49.23]",yN2qheEonkw_47-605
2287,10535,4ZgoKDdcq2c,58.14,completely,cut,41773,entirely,cut,put,put,492710.0,36.62,fry,cook,492713.0,74.86,[],[],[],[],4ZgoKDdcq2c_58-14
2288,10541,uhZNh8MYA2s,188.13,completely,mix,41773,completely,combine,add,add,490502.0,188.0,sit,sit,490503.0,196.79,"['add', 'sit']","['add', 'sit']","[490502, 490503]","[188.0, 196.79]",uhZNh8MYA2s_188-13
2289,10544,ti4SexhV9Zc,18.515,partially,fill,41773,halfway,fill,cook,cook,488437.0,10.51,burn,burn,488440.0,21.36,"['cook', 'burn']","['cook', 'burn']","[488437, 488440]","[10.51, 21.36]",ti4SexhV9Zc_18-515
2290,10545,mRo9sENJwQs,440.44,partially,cut,41773,half,mince,drizzle,sprinkle,487627.0,430.01,rub,spread,487630.0,445.81,['rub'],['spread'],[487630],[445.81],mRo9sENJwQs_440-44
2291,10581,L-MMm7fIqjY,162.28,completely,cover,41773,completely,cover,rub,spread,492398.0,133.84,set,set,492402.0,175.33,[],[],[],[],L-MMm7fIqjY_162-28
2292,10582,L-MMm7fIqjY,165.3,completely,cover,41773,completely,cover,rub,spread,492398.0,133.84,set,set,492402.0,175.33,[],[],[],[],L-MMm7fIqjY_165-3
2293,10594,hOSbSFgO8Uo,70.94,partially,soak,41773,slightly,marinate,cut,cut,491184.0,67.74,mash,press,491186.0,79.97,"['cut', 'cut', 'mash']","['cut', 'cut', 'press']","[491183, 491184, 491186]","[66.21, 67.74, 79.97]",hOSbSFgO8Uo_70-94
2294,10602,q0nCjvoTR2s,202.475,completely,mix,41773,completely,dissolve,whisk,mix,488647.0,198.81,sit,sit,488649.0,204.44,"['add', 'whisk', 'sit', 'add']","['add', 'mix', 'sit', 'add']","[488646, 488647, 488649, 488650]","[192.54, 198.81, 204.44, 210.6]",q0nCjvoTR2s_202-475
2295,10603,q0nCjvoTR2s,220.38,completely,mix,41773,completely,dissolve,whisk,mix,488651.0,217.24,slice,cut,488652.0,231.18,"['add', 'whisk']","['add', 'mix']","[488650, 488651]","[210.6, 217.24]",q0nCjvoTR2s_220-38
2296,10729,qDn7vTn1oY8,72.455,partially,take,118831,briefly,remove,whip,mix,298868.0,52.86,turn,turn,298870.0,89.42,[],[],[],[],qDn7vTn1oY8_72-455
2297,10731,qDn7vTn1oY8,276.92,completely,set,118831,completely,set,fill,fill,298891.0,262.26,sprinkle,sprinkle,298895.0,291.89,[],[],[],[],qDn7vTn1oY8_276-92
2298,10732,fEqTpBhRM0o,218.205,partially,cook,118831,slightly,thicken,use,use,303583.0,204.48,whisk,mix,303585.0,218.34,"['whisk', 'fold']","['mix', 'fold']","[303585, 303587]","[218.34, 220.7]",fEqTpBhRM0o_218-205
2299,10733,fEqTpBhRM0o,335.79,partially,cool,118831,slightly,cool,dip,dip,303604.0,331.59,fill,fill,303605.0,344.18,"['use', 'dip', 'fill']","['use', 'dip', 'fill']","[303603, 303604, 303605]","[326.22, 331.59, 344.18]",fEqTpBhRM0o_335-79
