,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,clip_id,youtube_id,start_time,end_time,split,action,adverb,caption,clustered_action,clustered_adverb
2133,5430,35266,5Aa4ZjfKvtc_000000_000010,5Aa4ZjfKvtc,0.0,10.0,train,run,outside,A person is shown running in a marathon outside.,run,outdoor
2134,5434,35291,go09t6e-YiU_000032_000042,go09t6e-YiU,32.0,42.0,train,run,outside,A little girl is running outside and keeps looking at the camera.,run,outdoor
2135,5438,35306,iGgyhAIXgFs_000026_000036,iGgyhAIXgFs,26.0,36.0,train,run,outside,"A person runs outside, along a beach in silence in a clip available for download.",run,outdoor
2136,5600,35999,AGaCbzCtp1U_000010_000020,AGaCbzCtp1U,10.0,20.0,train,run,outside,Outside a girl runs on pavement and jumps into a pool.,run,outdoor
2137,5726,36789,hVqquWqEEZg_000004_000014,hVqquWqEEZg,4.0,14.0,train,run,outside,"A little boy runs along outside kicking a soccer ball over grass, a sidewalk and more grass.",run,outdoor
2138,6065,39402,uRMNTjtVQrw_000003_000013,uRMNTjtVQrw,3.0,13.0,train,jog,outside,A person jogs outside and them jumps for track and field.,run,outdoor
2139,6071,39431,LYVh-NfCIYk_000006_000016,LYVh-NfCIYk,6.0,16.0,train,run,outside,"Outside at an athletics event, a female runs up and does the long jump landing in the sand.",run,outdoor
2140,6128,39786,WuRoamGOwkA_000021_000031,WuRoamGOwkA,21.0,31.0,train,run,outdoors,a woman running on a snowy path by themselves outdoors,run,outdoor
2141,6943,45512,t9xbkoMVQec_000000_000010,t9xbkoMVQec,0.0,10.0,train,run,outside,A young boy is running outside and jumped over a hurdle.,run,outdoor
2142,6955,45588,miHdBHZAaNk_000002_000012,miHdBHZAaNk,2.0,12.0,train,run,outdoors,A man is running outdoors and then jumps over a railing and then jumps up to platform.,run,outdoor
2143,7024,45939,fRVL_8u-xTY_000003_000013,fRVL_8u-xTY,3.0,13.0,train,run,outside,A person runs outside on a clear day and quickly falls over.,run,outdoor
2144,7050,46109,px07GrTutrA_000017_000027,px07GrTutrA,17.0,27.0,train,run,outside,A child runs outside kicking what looks to be a soccer ball on grass.,run,outdoor
2145,45,178,ddt6uPX6MMQ_000341_000351,ddt6uPX6MMQ,341.0,351.0,train,run,quickly,Three people set in chairs before two of them run away quickly; after a woman confronts them with an angry tone.,run,quickly
2146,644,4326,1B7v7KBj8CA_000048_000058,1B7v7KBj8CA,48.0,58.0,train,run,quickly,A man has ran up quickly to hold up a piece of metal.,run,quickly
2147,785,5420,Yy75GaDKWDA_000045_000055,Yy75GaDKWDA,45.0,55.0,train,run,fast,A sleigh or bobsled runs very fast down a curving metal track.,run,quickly
2148,788,5432,UUlImf3QqOk_000009_000019,UUlImf3QqOk,9.0,19.0,train,run,fast,A couple of guys are running real fast on the side of a snow sledding vehicle,run,quickly
2149,804,5468,pkKonjhm6Dw_000666_000676,pkKonjhm6Dw,666.0,676.0,train,run,fast,A 4 man luge Team all push their luge while running very fast before they start jumping in one at a time.,run,quickly
2150,813,5507,YSxN58jcRKI_000003_000013,YSxN58jcRKI,3.0,13.0,train,run,quick;y,Four men from the USA run quick;y and jump in a bobsled while it hurdles down a track.,run,quickly
2151,842,5678,g_8voALPxwQ_000167_000177,g_8voALPxwQ,167.0,177.0,train,run,quickly,A guy runs wooden shelving through a wood planer quickly.,run,quickly
2152,900,6150,eEjxHb_9D4E_000000_000010,eEjxHb_9D4E,0.0,10.0,train,run,fast,A boy is running fast to jump and land on an inflatable.,run,quickly
2153,1626,11234,7XsWZFqAl8E_000008_000018,7XsWZFqAl8E,8.0,18.0,train,run,quickly,"A man runs quickly on the sand and then dives forward to catch an object, and then a crowd cheers.",run,quickly
2154,1773,12396,1W4mXOhrXhs_000010_000020,1W4mXOhrXhs,10.0,20.0,train,run,quickly,"A child laughs a few times, reaches out, then runs away quickly.",run,quickly
2155,3386,22732,fTQR3P24X1o_000008_000018,fTQR3P24X1o,8.0,18.0,train,run,fast,A boy runs fast with a ball and puts it in the net and then shows a hand gesture,run,quickly
2156,3670,24641,wdCcRngfyZw_000011_000021,wdCcRngfyZw,11.0,21.0,train,run,fast,While running fast over rough waves people in a boat fall over including the pilot of the boat.,run,quickly
2157,3680,24691,r81d5eNm9Rs_000000_000010,r81d5eNm9Rs,0.0,10.0,train,run,fast,Several women run very fast toward the finish life where one of them trips.,run,quickly
2158,3688,24730,xhUPzcl9PI8_000004_000014,xhUPzcl9PI8,4.0,14.0,train,run,quickly,A young man is running quickly as he tries to attempt to jump over obsticals and falls over,run,quickly
2159,4053,27055,dWq2Bdlv_uk_000020_000030,dWq2Bdlv_uk,20.0,30.0,train,run,swiftly,A little boy runs swiftly through the grass in order to get his kite up into the air.,run,quickly
2160,4057,27068,29aSgwRL_7Q_000005_000015,29aSgwRL_7Q,5.0,15.0,train,run,fast,A little boy runs fast through a field trying to get his kite up into the wind.,run,quickly
2161,4062,27085,Pqti-H3n2Z8_000021_000031,Pqti-H3n2Z8,21.0,31.0,train,run,fast,In a park a boy is running fast flying a kite while his mon is recording.,run,quickly
2162,4066,27089,s4fn_yZOWjE_000014_000024,s4fn_yZOWjE,14.0,24.0,train,run,fast,A boy runs fast while he is flying a kite,run,quickly
2163,4682,30949,baNE7y4yHKg_000004_000014,baNE7y4yHKg,4.0,14.0,train,run,quickly,A man runs quickly and jumps head-first into a street sign,run,quickly
2164,4696,31037,DE9WqtvwImg_000000_000010,DE9WqtvwImg,0.0,10.0,train,run,fast,A tall teenager runs as fast as he can and hurls himself over the pole vault.,run,quickly
2165,4699,31046,ubEsdGYQRXs_000000_000010,ubEsdGYQRXs,0.0,10.0,train,run,fast,A man runs really fast across a floor and flings himself over the pole vault.,run,quickly
2166,4702,31053,CGhHYqKLbGc_000000_000010,CGhHYqKLbGc,0.0,10.0,train,run,fast,A man runs fast and attempts to jump over a pole off the ground.,run,quickly
2167,4703,31055,HPFJe6qRFaA_000014_000024,HPFJe6qRFaA,14.0,24.0,train,sprint,quickly,A man is sprinting quickly then jumps very high clearing a pole.,run,quickly
2168,4705,31061,HPFJe6qRFaA_000014_000024,HPFJe6qRFaA,14.0,24.0,train,run,fast,An adult man is running very fast before leaping up and tying to get over a high bar.,run,quickly
2169,4709,31081,Cl55jmy9OHo_000013_000023,Cl55jmy9OHo,13.0,23.0,train,run,fast,A young man runs fast and starts to jump over a high jump bar while three people sit at a table and watch.,run,quickly
2170,4714,31104,I-e5wQoLkic_000003_000013,I-e5wQoLkic,3.0,13.0,train,run,fast,a girl runs fast and then jumps into a sand pit,run,quickly
2171,4721,31125,Pu7rddYCU6g_000000_000010,Pu7rddYCU6g,0.0,10.0,train,run,fast,A young man runs fast and jumps over a bar onto a bouncy platform.,run,quickly
2172,4723,31130,_vzw8UFAiZE_000051_000061,_vzw8UFAiZE,51.0,61.0,train,run,fast,A young girl is running in the gym real fast toward her goal,run,quickly
2173,4725,31133,xCSMR3XgyjE_000119_000129,xCSMR3XgyjE,119.0,129.0,train,run,fast,a girl runs very fast and jumps over a bar and knocks it over,run,quickly
2174,4737,31172,5jgye7jxJtY_000027_000037,5jgye7jxJtY,27.0,37.0,train,run,fast,a girl runs fast and tries to jump over a pole,run,quickly
2175,4740,31178,zmXENu9UX-A_000001_000011,zmXENu9UX-A,1.0,11.0,train,run,fast,A man runs really fast across a gym floor and flings himself over the pole.,run,quickly
2176,4741,31180,oS5lChx2xkQ_000003_000013,oS5lChx2xkQ,3.0,13.0,train,run,fast,A person runs fast and then does a high jump onto a cushioned platform.,run,quickly
2177,4743,31197,iZJjEkA_C_k_000000_000010,iZJjEkA_C_k,0.0,10.0,train,run,fast,A man runs fast and does a high jump onto a padded landing.,run,quickly
2178,4794,31509,sYl2jCqsSKo_000042_000052,sYl2jCqsSKo,42.0,52.0,train,run,quickly,A young boy in a red jersey hit a the baseball with his bat and quickly ran to first base.,run,quickly
2179,5061,33142,BIPWkY0jIXA_000118_000128,BIPWkY0jIXA,118.0,128.0,train,run,fast,Girls run fast down the track and jump over hurdles.,run,quickly
2180,5063,33145,h1O1_-BDYGQ_000001_000011,h1O1_-BDYGQ,1.0,11.0,train,run,fast,Two men run very fast over obstacles on a track.,run,quickly
2181,5064,33149,Xa6gI4yGLQo_000000_000010,Xa6gI4yGLQo,0.0,10.0,train,run,fast,A female runs fast in order to jump over two hurdles.,run,quickly
2182,5065,33150,HeHaCIdpRdo_000006_000016,HeHaCIdpRdo,6.0,16.0,train,run,fast,A boy runs fast an jumps over two hurdles in the process.,run,quickly
2183,5069,33186,qnoPGZUO4xA_000010_000020,qnoPGZUO4xA,10.0,20.0,train,run,fast,An athlete is running fast and jumping over hurdles at a track.,run,quickly
2184,5079,33221,Y5_TKusjrNI_000001_000011,Y5_TKusjrNI,1.0,11.0,train,run,fast,A man runs fast and jumped high over the hurdle.,run,quickly
2185,5087,33267,Iqd-R5lcHHA_000000_000010,Iqd-R5lcHHA,0.0,10.0,train,run,quickly,A group of young players run quickly toward the infield during a softball game.,run,quickly
2186,5202,33804,TCUVf1FeR_g_000005_000015,TCUVf1FeR_g,5.0,15.0,train,run,quickly,A group of women walk into water and then run quickly out of the water.,run,quickly
2187,5208,33830,k2Ah7KwAMm4_000059_000069,k2Ah7KwAMm4,59.0,69.0,train,run,quickly,A man runs out of cold water quickly to a friend who wraps him in a towel and then again in slow motion.,run,quickly
2188,5300,34606,MDDYk29iUXM_000000_000010,MDDYk29iUXM,0.0,10.0,train,run,fast,A man runs really fast with a spear and throws it while others watch.,run,quickly
2189,5326,34733,UmZWJBi2bWI_000007_000017,UmZWJBi2bWI,7.0,17.0,train,run,fast,A young girl runs fast and throws a javelin as people watch.,run,quickly
2190,5403,35129,0uSu_3yu_44_000012_000022,0uSu_3yu_44,12.0,22.0,train,run,quickly,People begin a race and start quickly running as a narrator explains what is happening.,run,quickly
2191,5737,36826,j-Xunf5Ga5s_000016_000026,j-Xunf5Ga5s,16.0,26.0,train,run,rapidly,A toddler runs rapidly towards a soccer ball then kicks it.,run,quickly
2192,6032,39260,M4_JVV02RrI_000000_000010,M4_JVV02RrI,0.0,10.0,train,run,fast,a little boy runs fast and then tries to jump far into a sand pit,run,quickly
2193,6033,39265,QQEhynk6w8w_000000_000010,QQEhynk6w8w,0.0,10.0,train,run,quick,A person is running very quick and jumps into a big sand pit.,run,quickly
2194,6035,39286,LBwKG91jj0s_000046_000056,LBwKG91jj0s,46.0,56.0,train,run,fast,A woman running as fast as she can and then doing the long jump.,run,quickly
2195,6036,39290,TaFfKk0d8n0_000006_000016,TaFfKk0d8n0,6.0,16.0,train,run,quickly,A voice says yeah then someone quickly runs and jumps on a track.,run,quickly
2196,6037,39291,xBmohjteQCU_000001_000011,xBmohjteQCU,1.0,11.0,train,run,fast,"A man runs fast down a blue track and jumps, clearing a few obsticles before falling into a pit of mats.",run,quickly
2197,6040,39304,H1TwUFA_-bw_000001_000011,H1TwUFA_-bw,1.0,11.0,train,run,fast,a boy runs very fast and then leaps into some sand,run,quickly
2198,6044,39316,eMAg5DW4Odo_000042_000052,eMAg5DW4Odo,42.0,52.0,train,run,swiftly,A man swiftly runs down a track and embarks on a long jump.,run,quickly
2199,6047,39343,8Aypc05u4vQ_000003_000013,8Aypc05u4vQ,3.0,13.0,train,run,quickly,a group of people watch as a man runs quickly then performs the long jump as they watch him,run,quickly
2200,6049,39348,Y7X4-VEWue0_000028_000038,Y7X4-VEWue0,28.0,38.0,train,run,fast,"A group of kids are on line, while a little boy is running a marathon fast.",run,quickly
2201,6050,39350,yj9OSripN-w_000004_000014,yj9OSripN-w,4.0,14.0,train,run,quickly,A man runs quickly and jumps and lands in a sand pit.,run,quickly
2202,6051,39353,b7PCpt7ovHI_000001_000011,b7PCpt7ovHI,1.0,11.0,train,run,fast,A woman runs as fast as she can down a path and does the long jump.,run,quickly
2203,6053,39361,rd2iBHtb2p0_000004_000014,rd2iBHtb2p0,4.0,14.0,train,run,fast,A boy runs very fast along the path and makes a huge leap into the long jump.,run,quickly
2204,6056,39365,emwLfy1ni9s_000006_000016,emwLfy1ni9s,6.0,16.0,train,run,fast,Teenagers make an attempt at the running long jump by running fast and jumping into the sand.,run,quickly
2205,6057,39371,By4aBkCC3js_000002_000012,By4aBkCC3js,2.0,12.0,train,run,quickly,A boy at a track runs down a path quickly and makes a long jump.,run,quickly
2206,6061,39385,em6Wrv6XYoQ_000001_000011,em6Wrv6XYoQ,1.0,11.0,train,run,fast,a person running fast in a straight line and then jumping into sand,run,quickly
2207,6062,39391,i6lsvGmBn8I_000000_000010,i6lsvGmBn8I,0.0,10.0,train,run,fast,A boy in red runs fast and then leaps into a sand pit outside,run,quickly
2208,6063,39396,CM2r6Btn0Ms_000012_000022,CM2r6Btn0Ms,12.0,22.0,train,run,fast,An athlete runs fast and then jumps as far as he can during an athletic event,run,quickly
2209,6066,39404,uRMNTjtVQrw_000003_000013,uRMNTjtVQrw,3.0,13.0,train,run,fast,A person runs fast and then jumps as far as possible during an event.,run,quickly
2210,6067,39407,0CViJao5YLY_000004_000014,0CViJao5YLY,4.0,14.0,train,run,fast,An athletic woman runs as fast as he can down the track and jumps high into the sand pit.,run,quickly
2211,6068,39411,xDpb38zocwY_000003_000013,xDpb38zocwY,3.0,13.0,train,run,fast,A group of young children as a boy runs fast and makes a long jump,run,quickly
2212,6069,39419,ayoPaXv3l8k_000001_000011,ayoPaXv3l8k,1.0,11.0,train,run,fast,A boy runs fast and jumps into a sand pit then a female instructor measures the distance jumped.,run,quickly
2213,6070,39424,U0hf746g8GA_000015_000025,U0hf746g8GA,15.0,25.0,train,run,fast,A young girl dressed in a lime green shirt runs fast and jumps a long jump at a track meet.,run,quickly
2214,6122,39760,wx1VdA9xef8_000014_000024,wx1VdA9xef8,14.0,24.0,train,run,quickly,A toy car runs quickly down a white wooden track while several people are heard talking.,run,quickly
2215,6606,43288,FGWVGbP2OOQ_000000_000010,FGWVGbP2OOQ,0.0,10.0,train,run,fast,A group of people are running around really fast and the crowd is big,run,quickly
2216,6942,45510,t9xbkoMVQec_000000_000010,t9xbkoMVQec,0.0,10.0,train,run,fast,A person runs fast to jump up over a sidewalk.,run,quickly
2217,6958,45597,EEHDOVEfXRk_000031_000041,EEHDOVEfXRk,31.0,41.0,train,run,fast,Two men running as fast as they can up the side of a building and doing a back flip.,run,quickly
2218,8149,53053,be2M-QUzR54_000001_000011,be2M-QUzR54,1.0,11.0,train,run,fast,A man is riding a horse that is running really fast and the audience is watching.,run,quickly
2219,8213,53742,DR2x0iYXt_8_000181_000191,DR2x0iYXt_8,181.0,191.0,train,run,fast,A man runs fast and then scroll the ball to the other side with the bat,run,quickly
2220,8373,54756,dtJgLIXYBNc_000002_000012,dtJgLIXYBNc,2.0,12.0,train,run,quickly,a group of people watch as woman runs quickly as she tries to pole vault and falls on the mattress,run,quickly
2221,8374,54757,qba6usGfkaY_000014_000024,qba6usGfkaY,14.0,24.0,train,run,fast,"Someone tries a high pole vault, runs fast, and makes it.",run,quickly
2222,8376,54771,UPvkny5f1VE_000005_000015,UPvkny5f1VE,5.0,15.0,train,run,fast,A man is running fast and does a pole vault.,run,quickly
2223,8379,54793,KmCTA-KaEJw_000037_000047,KmCTA-KaEJw,37.0,47.0,train,run,fast,Men run with a pole as fast as they can and try to send themselves flying over  the bar.,run,quickly
2224,8381,54801,6sriMbImNYE_000000_000010,6sriMbImNYE,0.0,10.0,train,run,quickly,A man running quickly to try to pole vault but falls as he tries to attemp the jump,run,quickly
2225,9124,59517,vM5QWIs2X5k_000011_000021,vM5QWIs2X5k,11.0,21.0,train,trot,fast,A lady mounts a small white horse who then starts to trot real fast into the stable as another woman in the background and the the rider laugh.,run,quickly
2226,5067,33159,cOktW9SKRBM_000003_000013,cOktW9SKRBM,3.0,13.0,train,jog,slowly,A man is running in an indoor gym while other people are present and jumps several hurdles followed by two men who are slowly jogging.,run,slowly
2227,5309,34659,W0uK33TqpCE_000003_000013,W0uK33TqpCE,3.0,13.0,train,run,slowly,A man slowly runs to the end of a pad and throws a javelin.,run,slowly
2228,5310,34660,2Jk6XJlw8VY_000000_000010,2Jk6XJlw8VY,0.0,10.0,train,jog,slowly,A man slowly jogs across a field and delicately throws a javelin.,run,slowly
2229,5312,34663,2Jk6XJlw8VY_000000_000010,2Jk6XJlw8VY,0.0,10.0,train,run,slowly,A male athlete is running slowly down an outdoor field before releasing a javelin that he held in his hand.,run,slowly
2230,5405,35136,aZwbcBTW_iQ_000006_000016,aZwbcBTW_iQ,6.0,16.0,train,jog,slowly,A man is slowly jogging down a road then turns to look back.,run,slowly
2231,5408,35142,-o14DWqqMIY_000051_000061,-o14DWqqMIY,51.0,61.0,train,jog,slowly,"On a hiking trail, a young man jogs slowly along while someone films.",run,slowly
2232,5411,35171,6vONWGVk1Lw_000000_000010,6vONWGVk1Lw,0.0,10.0,train,run,slowly,A person is running slowly on a bleacher step and then leaps at his friend who is ridiculing him.,run,slowly
2233,5418,35206,1BZimTjp8CE_000001_000011,1BZimTjp8CE,1.0,11.0,train,trot,slowly,A woman and horse briskly walk then slowly trot together,run,slowly
2234,5421,35224,oDcugXejkxU_000002_000012,oDcugXejkxU,2.0,12.0,train,jog,slowly,A boy is slowly jogging around a room while another person encourages them.,run,slowly
2235,5422,35226,oDcugXejkxU_000002_000012,oDcugXejkxU,2.0,12.0,train,run,slowly,"In a slighly crowded room someone takes off slowly running across the room and someone says ""stop"".",run,slowly
2236,292,2331,eB3Iacx8xRw_000000_000010,eB3Iacx8xRw,0.0,10.0,train,run,up,A boy runs up to a wall of lockers and does a front flip off them.,run,upwards
2237,302,2378,kKCx1tCDk3c_000000_000010,kKCx1tCDk3c,0.0,10.0,train,run,up,A young man running up to a wall and performs a black flip after kicking off the wall.,run,upwards
2238,943,6458,OakpjeBLKvM_000000_000010,OakpjeBLKvM,0.0,10.0,train,run,up,Young man in a bowling alley runs up to the line and releases the ball and gets a strike.,run,upwards
2239,1326,9206,La8f3vlTNvU_000005_000015,La8f3vlTNvU,5.0,15.0,train,run,up,"A person wearing a ghost costume is rowing a blue boat, and abruptly the ghost man runs up to the camera.",run,upwards
2240,1550,10753,xsZPctmCqQo_000068_000078,xsZPctmCqQo,68.0,78.0,train,run,up,"A man is holding a fishing pole at the beach, he then runs up to the waves and casts the line from the pole.",run,upwards
2241,1579,10947,0l5HFou8SvY_000035_000045,0l5HFou8SvY,35.0,45.0,train,run,up,People  and players move about on a baseball diamond then the batter runs up and the pitcher moves up tothe mound.,run,upwards
2242,1666,11409,bTDh2SUn7mQ_000003_000013,bTDh2SUn7mQ,3.0,13.0,train,run,up,boy runs up and catches baseball in his glove at a park,run,upwards
2243,2243,14919,GjVspFb7gmM_000009_000019,GjVspFb7gmM,9.0,19.0,train,run,up,A dog runs up and climbs a tree trying to get at a tennis ball.,run,upwards
2244,2557,16744,2YDA1S9EbaI_000000_000010,2YDA1S9EbaI,0.0,10.0,train,run,up,A woman is snapping her fingers when a young girl runs up.,run,upwards
2245,2985,20052,f4gkPtgpDl0_000034_000044,f4gkPtgpDl0,34.0,44.0,train,run,up,"A traffic officer runs up to a car, and is run over, and an onlooker yells at the driver.",run,upwards
2246,3102,20604,y43sVp5GLAM_000004_000014,y43sVp5GLAM,4.0,14.0,train,run,up,A dodge ball match between two teams commences and the players run up to the middle to grab balls.,run,upwards
2247,3118,20711,8oN_EHJP2-0_000009_000019,8oN_EHJP2-0,9.0,19.0,train,run,up,A less than coordinated boy runs up to take part in a dance class as the person filming laughs.,run,upwards
2248,3298,22265,i2F6HrZKo34_000000_000010,i2F6HrZKo34,0.0,10.0,train,run,up,A guy is standing with crutches and another guy runs up and kicks him over.,run,upwards
2249,3309,22346,o08f1t30PWU_000000_000010,o08f1t30PWU,0.0,10.0,train,run,up,A person runs up to and kicks a snowman while falling.,run,upwards
2250,3320,22386,CB8NeD_dzzs_000011_000021,CB8NeD_dzzs,11.0,21.0,train,run,up,"A man is standing in a snow covered area and another man runs up and kicks him in the chest, knocking him over as one of them laughs.",run,upwards
2251,3324,22418,42ZWanF_wxQ_000005_000015,42ZWanF_wxQ,5.0,15.0,train,run,up,One person stands and braces themself in the grass before another kid runs up and kicks him over with his feet.,run,upwards
2252,3331,22447,dBuxXv6TfWg_000007_000017,dBuxXv6TfWg,7.0,17.0,train,run,up,Two kids outside on the lawn and one runs up and kicks the other.,run,upwards
2253,3374,22682,PCuodUnswAc_000010_000020,PCuodUnswAc,10.0,20.0,train,run,up,Two people in succession run up to the hoop on a basketball court and dunk the ball into the hoop while 2 or 3 others watch,run,upwards
2254,3391,22779,0hUbZScZHAk_000003_000013,0hUbZScZHAk,3.0,13.0,train,run,up,In a gym a high school basket ball player motions another player on and the second player runs up and slam dunks the basket ball.,run,upwards
2255,3397,22796,263106k7xgk_000020_000030,263106k7xgk,20.0,30.0,train,run,up,A boy playing basketball in his driveway runs up to the hoop and makes an impressive basket.,run,upwards
2256,3819,25387,eSSGrPaSR-0_000000_000010,eSSGrPaSR-0,0.0,10.0,train,run,up,A person is sitting in a desk chair and another runs up and spins it.,run,upwards
2257,3897,25910,Ye9Ffzenv_A_000000_000010,Ye9Ffzenv_A,0.0,10.0,train,run,up,A man is in a gym and running up waving his arms.,run,upwards
2258,4305,28549,9M_urfyhWoU_000035_000045,9M_urfyhWoU,35.0,45.0,train,run,up,Boys and girls run up on to stage as people clap in the audience.,run,upwards
2259,4622,30595,VmpSME10mSw_000011_000021,VmpSME10mSw,11.0,21.0,train,run,up,A young man runs up to another and starts head banging as music plays.,run,upwards
2260,4698,31045,ubEsdGYQRXs_000000_000010,ubEsdGYQRXs,0.0,10.0,train,run,up,"A man in an indoor track runs up to a pole , jumps over it and lands on a mat.",run,upwards
2261,4704,31058,HPFJe6qRFaA_000014_000024,HPFJe6qRFaA,14.0,24.0,train,run,up,A person running up to a high jump bar and jumping to clearing the bar.,run,upwards
2262,4708,31079,EBbJRvMlgHs_000002_000012,EBbJRvMlgHs,2.0,12.0,train,run,up,A boy runs up and does the high jump over a pole onto a mat.,run,upwards
2263,4713,31102,ooHbJ-c0r4g_000004_000014,ooHbJ-c0r4g,4.0,14.0,train,run,up,A girl runs up and somersaults onto a platform stage.,run,upwards
2264,4720,31123,Pu7rddYCU6g_000000_000010,Pu7rddYCU6g,0.0,10.0,train,run,up,"A high jumper runs up, jumps, and successfully clears the bar",run,upwards
2265,4733,31154,3sBYgcb4bEY_000003_000013,3sBYgcb4bEY,3.0,13.0,train,run,up,A man runs up to a high jump bar and jumps over then gets up.,run,upwards
2266,4739,31176,zmXENu9UX-A_000001_000011,zmXENu9UX-A,1.0,11.0,train,run,up,A person is running up and performs a successful high jump.,run,upwards
2267,4750,31215,OK2iI2F7KIY_000003_000013,OK2iI2F7KIY,3.0,13.0,train,run,up,A young man runs up to a high jump bar and jumps over it to the applause of spectators.,run,upwards
2268,4753,31229,zhrC4tzEaRA_000002_000012,zhrC4tzEaRA,2.0,12.0,train,run,up,A man runs up and kicks a target that is hanging above his head and then runs off.,run,upwards
2269,4958,32231,reAihpHFtmw_000000_000010,reAihpHFtmw,0.0,10.0,train,run,up,A little kid runs up to a mat and then does hopscotch across it.,run,upwards
2270,4967,32267,7ypX3Tu_RNQ_000002_000012,7ypX3Tu_RNQ,2.0,12.0,train,run,up,A woman is hopping on a hop-scotch pattern and a little boy runs up along side her as she turns to hop back.,run,upwards
2271,5004,32492,4mtVb_6_WcE_000007_000017,4mtVb_6_WcE,7.0,17.0,train,run,up,"A voice encourages a person dressed in football attire, who runs up to a team of players, says something, and they break the assembly and move onto the field after yelling something in unison..",run,upwards
2272,5027,32791,AZGeepWoMVc_000000_000010,AZGeepWoMVc,0.0,10.0,train,run,up,A woman is alone on stage with instruments in the background when another woman runs up to hug her and they laugh.,run,upwards
2273,5029,32813,b7FSPowhcBk_000025_000035,b7FSPowhcBk,25.0,35.0,train,run,up,A toddler runs up to two people at a kitchen table and gives one of them a hug.,run,upwards
2274,5032,32842,2OSPQAAY9Wo_000014_000024,2OSPQAAY9Wo,14.0,24.0,train,run,up,A young baby girl runs up and hugs her baby brother who is younger.,run,upwards
2275,5071,33192,omTYfJegx0U_000000_000010,omTYfJegx0U,0.0,10.0,train,run,up,A person runs up to a chain link fence and the jumps over it and lands safely.,run,upwards
2276,5305,34633,h1lzLWYSjmU_000014_000024,h1lzLWYSjmU,14.0,24.0,train,run,up,Onlookers stand on an athletics field and watch as a competitor runs up and throws the javelin.,run,upwards
2277,5313,34669,UVLrYdZPetU_000000_000010,UVLrYdZPetU,0.0,10.0,train,run,up,A man runs up and throws a javelin in a track and field game.,run,upwards
2278,5314,34673,JhT30Ov41_s_000000_000010,JhT30Ov41_s,0.0,10.0,train,run,up,A guy holding his head before running up to throw a javelin.,run,upwards
2279,5339,34773,z-b37Sz_9RE_000000_000010,z-b37Sz_9RE,0.0,10.0,train,run,up,A guy is running up to put a javelin in the air.,run,upwards
2280,5676,36542,M7CooaPxrmw_000004_000014,M7CooaPxrmw,4.0,14.0,train,run,up,A young man runs up to a football in slow motion and kicks the football with his right foot.,run,upwards
2281,5680,36559,oA0q8w6TzXg_000000_000010,oA0q8w6TzXg,0.0,10.0,train,run,up,A boy runs up and kicks a football between a goal post.,run,upwards
2282,5686,36579,w3J17S4vHnw_000003_000013,w3J17S4vHnw,3.0,13.0,train,run,up,A place kicker holding a football up with hid index finger while another player runs up to it and kicks.,run,upwards
2283,5690,36598,mv6quIquMUE_000003_000013,mv6quIquMUE,3.0,13.0,train,run,up,A football is positioned to be kicked as a kicker runs up to it.,run,upwards
2284,5704,36662,4_9HGX79fLM_000009_000019,4_9HGX79fLM,9.0,19.0,train,run,up,A little boy runs up and kicks a football between the goal posts to make a field goal.,run,upwards
2285,5706,36671,iNQAV-rBCuw_000002_000012,iNQAV-rBCuw,2.0,12.0,train,run,up,A man runs up and kicks a football a long way between the uprights of the goalposts.,run,upwards
2286,5710,36698,GDQ3gYwlwc8_000210_000220,GDQ3gYwlwc8,210.0,220.0,train,run,up,A teenage boy is running up to and kicking a soccer ball into an empty field.,run,upwards
2287,5714,36708,UTLyX6FsLFo_000003_000013,UTLyX6FsLFo,3.0,13.0,train,run,up,A girl running up and kicking a soccer ball on a field.,run,upwards
2288,5725,36753,0sIvB7b9Q7c_000025_000035,0sIvB7b9Q7c,25.0,35.0,train,run,up,Someone runs up and kicks a soccer ball in slow motion.,run,upwards
2289,5738,36828,j-Xunf5Ga5s_000016_000026,j-Xunf5Ga5s,16.0,26.0,train,run,up,A little boy running up and kicking a soceer ball,run,upwards
2290,6043,39315,eMAg5DW4Odo_000042_000052,eMAg5DW4Odo,42.0,52.0,train,run,up,"A track and field competitor runs up and starts his long jump attempt, the landing of which is blocked by the head of someone in the crowd.",run,upwards
2291,6072,39432,LYVh-NfCIYk_000006_000016,LYVh-NfCIYk,6.0,16.0,train,run,up,"Outside at an athletics event, a female runs up and does the long jump landing in the sand.",run,upwards
2292,6973,45678,vD7TWn8qIZI_000002_000012,vD7TWn8qIZI,2.0,12.0,train,run,up,A pair of school children run up to a fence and jump over it one after the other.,run,upwards
2293,6988,45765,WV1LT7Z2pcs_000002_000012,WV1LT7Z2pcs,2.0,12.0,train,run,up,The two teams of boys were playing flag football and the official ran up.,run,upwards
2294,7045,46028,SN5awGHfw9M_000027_000037,SN5awGHfw9M,27.0,37.0,train,run,up,A boy runs up on a soccer ball two times using his foot to kick the ball and then stands speaking and is served a ball to kick.,run,upwards
2295,7196,47018,wNOlQtsNW00_000000_000010,wNOlQtsNW00,0.0,10.0,train,run,up,"Women standing on separate concrete blocks, man runs up to one in back and slips and falls.",run,upwards
2296,7416,48648,9QUqyWWHhp4_000002_000012,9QUqyWWHhp4,2.0,12.0,train,run,up,A person runs up to a basketball hoop and lays up the basketball.,run,upwards
